visitorid,ses_rec,ses_rec_avg,ses_rec_sd,ses_rec_cv,user_rec,ses_n,int_n,int_n_r,tran_n,tran_n_r,rev_sum,rev_sum_r,target_class
1286722,16,2.9411764,3.3513927,1.1394736,72,18,25,1.3888888,1,0.055555556,299880,16660,1
1286805,14,14,0,0,28,2,12,6,0,0,0,0,1
1287362,27,54,0,0,81,2,5,2.5,0,0,0,0,1
1287389,0,22.5,22.5,1,47,3,11,3.6666667,0,0,0,0,0
1287732,5,17,19.209373,1.1299632,74,5,8,1.6,0,0,0,0,1
1287993,0,13,13,1,27,3,4,1.3333334,0,0,0,0,0
1288041,11,0,0,-1,11,2,2,1,0,0,0,0,1
1288055,22,0.5,0.5,1,25,3,5,1.6666666,0,0,0,0,1
1288480,22,2,0,0,25,2,2,1,0,0,0,0,1
1288546,4,0,0,-1,4,2,2,1,0,0,0,0,1
1288740,24,12,0,0,37,2,3,1.5,0,0,0,0,1
1288746,19,0,0,-1,19,2,2,1,0,0,0,0,1
1288907,28,3,0,0,31,2,2,1,0,0,0,0,1
1288944,12,0,0,-1,12,2,3,1.5,0,0,0,0,1
1289232,11,0,0,-1,11,2,2,1,0,0,0,0,1
1289459,15,0,0,-1,16,6,7,1.1666666,0,0,0,0,1
1289495,19,49,0,0,68,2,7,3.5,0,0,0,0,0
1289623,6,0,0,-1,6,2,10,5,0,0,0,0,1
1289762,23,0,0,-1,24,2,2,1,0,0,0,0,1
1290353,21,0.25,0.4330127,1.7320508,23,5,5,1,0,0,0,0,1
1290672,19,0.3125,0.9822646,3.1432467,28,17,22,1.2941177,1,0.05882353,106920,6289.4116,1
1290848,23,0,0,-1,23,2,4,2,0,0,0,0,1
1290852,31,15.5,10.5,0.67741936,63,3,5,1.6666666,0,0,0,0,0
1290898,5,0,0,-1,5,2,2,1,0,0,0,0,1
1290928,10,0,0,-1,11,2,2,1,0,0,0,0,1
1290930,31,11,16.232683,1.4756985,76,5,5,1,0,0,0,0,1
1291468,26,0,0,-1,26,2,2,1,0,0,0,0,1
1291793,5,24.5,18.5,0.75510204,54,3,10,3.3333333,0,0,0,0,1
1292096,26,4,4.9665546,1.2416387,40,4,4,1,0,0,0,0,1
1292316,13,23,23,1,60,3,4,1.3333334,0,0,0,0,0
1292460,22,0,0,-1,22,2,3,1.5,0,0,0,0,1
1292718,20,3,0,0,23,2,5,2.5,0,0,0,0,1
1292806,21,6,0,0,28,2,7,3.5,0,0,0,0,1
1292970,2,0,0,-1,2,2,2,1,0,0,0,0,1
1293182,22,2,0,0,25,2,2,1,0,0,0,0,1
1293224,1,6,0,0,7,2,4,2,0,0,0,0,1
1293373,8,0,0,-1,8,3,3,1,0,0,0,0,1
1293771,28,3,0,0,32,2,5,2.5,0,0,0,0,1
1293814,29,17,0,0,47,2,3,1.5,0,0,0,0,1
1294181,8,4.8235292,7.261788,1.5054926,96,18,24,1.3333334,0,0,0,0,1
1294350,8,16,13.9523,0.87201875,57,4,5,1.25,0,0,0,0,1
1294411,19,6,2,0.33333334,32,3,4,1.3333334,0,0,0,0,1
1294611,22,8,0,0,30,2,3,1.5,0,0,0,0,1
1294763,3,28,36.778618,1.313522,89,4,4,1,0,0,0,0,1
1295109,26,2.25,3.8971143,1.7320508,37,5,7,1.4,0,0,0,0,1
1295245,20,0,0,-1,20,4,7,1.75,0,0,0,0,1
1295328,16,50,0,0,67,2,2,1,0,0,0,0,1
1295372,20,0,0,-1,20,2,2,1,0,0,0,0,1
1295640,7,0,0,-1,8,3,6,2,0,0,0,0,1
1295665,16,12.4,12.8,1.032258,79,6,9,1.5,0,0,0,0,1
1296415,9,6.6,6.590903,0.99862164,45,6,8,1.3333334,0,0,0,0,0
1296568,12,35,0,0,48,2,4,2,0,0,0,0,1
1296571,0,0,0,-1,1,2,2,1,0,0,0,0,1
1297328,22,7,7,1,36,3,4,1.3333334,0,0,0,0,1
1297348,30,0,0,-1,30,2,5,2.5,0,0,0,0,1
1297375,20,9.5,11.280514,1.1874225,60,5,10,2,0,0,0,0,1
1297407,14,12,0,0,26,2,2,1,0,0,0,0,1
1297448,11,0,0,-1,12,2,2,1,0,0,0,0,1
1297664,14,20,0,0,34,2,7,3.5,0,0,0,0,1
1297841,2,4.388889,3.8171964,0.8697409,90,19,22,1.1578947,0,0,0,0,0
1297858,6,3.6666667,4.4969125,1.2264307,18,4,4,1,0,0,0,0,1
1298235,23,57,0,0,80,2,2,1,0,0,0,0,1
1298429,28,0,0,-1,29,2,2,1,0,0,0,0,1
1298793,19,13,0,0,33,2,3,1.5,0,0,0,0,1
1298844,23,0.53846157,0.63432395,1.1780301,35,14,16,1.1428572,0,0,0,0,1
1298911,19,0,0,-1,19,2,2,1,0,0,0,0,1
1299010,18,0,0,-1,19,4,5,1.25,0,0,0,0,1
1299386,14,1.2,2.4,2,23,6,6,1,0,0,0,0,1
1299749,24,0,0,-1,26,6,19,3.1666667,1,0.16666667,275400,45900,1
1299942,0,16.333334,23.098822,1.4142135,49,4,5,1.25,0,0,0,0,1
1300257,16,11,18.920887,1.7200807,85,7,22,3.142857,0,0,0,0,1
1300617,28,0,0,-1,28,2,2,1,0,0,0,0,1
1300620,2,8,12.186058,1.5232573,36,5,16,3.2,0,0,0,0,1
1300769,23,15,0,0,39,2,2,1,0,0,0,0,1
1300863,10,18.5,18.5,1,48,3,11,3.6666667,1,0.33333334,241908,80636,1
1301173,24,0.6875,1.1021996,1.6031992,39,17,115,6.7647057,3,0.1764706,184920,10877.647,1
1301256,15,0,0,-1,16,2,5,2.5,0,0,0,0,1
1301358,9,0,0,-1,9,2,4,2,0,0,0,0,1
1301591,28,3,0,0,34,3,4,1.3333334,0,0,0,0,1
1301663,26,0,0,-1,27,3,3,1,0,0,0,0,1
1302192,24,4.5,4.5,1,34,3,6,2,0,0,0,0,1
1302197,19,0,0,-1,20,2,2,1,0,0,0,0,1
1302696,26,27,0,0,54,2,2,1,0,0,0,0,1
1302818,1,0,0,-1,1,2,2,1,0,0,0,0,1
1303032,0,6.6666665,9.42809,1.4142135,21,4,6,1.5,0,0,0,0,0
1303838,25,0,0,-1,25,2,6,3,0,0,0,0,1
1304244,27,57,0,0,85,2,9,4.5,0,0,0,0,1
1304720,9,0,0,-1,10,4,9,2.25,0,0,0,0,1
1304809,0,3,0,0,3,2,6,3,0,0,0,0,1
1304868,30,0,0,-1,30,2,4,2,0,0,0,0,1
1305014,4,28,25,0.89285713,62,3,3,1,0,0,0,0,1
1305185,5,10,0,0,16,2,2,1,0,0,0,0,1
1305615,20,0.5,0.8660254,1.7320508,23,5,7,1.4,0,0,0,0,1
1305891,20,0,0,-1,20,2,9,4.5,2,1,88560,44280,1
1306562,23,0,0,-1,23,2,13,6.5,0,0,0,0,1
1306572,16,0,0,-1,16,2,4,2,0,0,0,0,1
1306692,17,21.333334,15.923428,0.74641067,82,4,5,1.25,0,0,0,0,1
1306792,19,1,0,0,20,2,2,1,0,0,0,0,1
1306826,16,11.4,15.576906,1.3663952,76,6,6,1,0,0,0,0,1
1306998,31,21,15.513435,0.738735,94,4,7,1.75,0,0,0,0,1
1307498,30,0,0,-1,31,4,34,8.5,4,1,479760,119940,1
1307910,20,16,0,0,37,2,3,1.5,0,0,0,0,1
1307913,16,0.5,0.5,1,18,3,5,1.6666666,0,0,0,0,1
1308027,21,0,0,-1,22,2,2,1,0,0,0,0,1
1308237,25,25,0,0,50,2,2,1,0,0,0,0,1
1308481,17,5.5,6.9940453,1.2716446,52,7,7,1,0,0,0,0,0
1308678,3,16,11.575837,0.7234898,53,4,6,1.5,0,0,0,0,1
1308880,31,3,0,0,34,2,3,1.5,0,0,0,0,1
1309149,11,0,0,-1,12,2,2,1,0,0,0,0,1
1309306,23,9.428572,15.909181,1.6873374,92,8,9,1.125,0,0,0,0,1
1309680,2,1,0,0,4,2,3,1.5,0,0,0,0,1
1309887,12,18,0,0,31,2,2,1,0,0,0,0,1
1309939,16,21,19,0.9047619,59,3,3,1,0,0,0,0,1
1309973,24,0,0,-1,24,2,2,1,0,0,0,0,1
1310116,13,36.5,36.5,1,87,3,3,1,0,0,0,0,1
1310437,22,0,0,-1,22,2,3,1.5,0,0,0,0,1
1310615,15,3.5,3.5,1,22,3,7,2.3333333,0,0,0,0,1
1310767,11,4.5,4.5,1,20,3,6,2,0,0,0,0,1
1310925,24,0,0,-1,24,3,7,2.3333333,0,0,0,0,0
1310969,24,2,0,0,27,2,2,1,0,0,0,0,1
1311207,14,61,0,0,75,2,2,1,0,0,0,0,1
1311449,12,5,0,0,18,2,5,2.5,0,0,0,0,1
1312129,28,5,0,0,34,2,5,2.5,0,0,0,0,0
1312240,25,70,0,0,96,2,2,1,0,0,0,0,1
1312362,29,22.666666,15.75507,0.6950766,98,4,4,1,0,0,0,0,0
1312817,9,0,0,-1,9,2,2,1,0,0,0,0,1
1313139,18,0,0,-1,18,2,3,1.5,0,0,0,0,1
1313311,18,0,0,-1,18,3,3,1,0,0,0,0,1
1313360,0,2,2,1,5,3,4,1.3333334,0,0,0,0,1
1313371,16,0.5,0.5,1,21,7,10,1.4285715,0,0,0,0,1
1313451,29,0,0,-1,30,2,10,5,0,0,0,0,1
1313853,4,2.2727273,3.0178533,1.3278555,34,12,33,2.75,0,0,0,0,1
1313963,19,2,0,0,21,2,3,1.5,0,0,0,0,1
1314214,5,1.5,1.5,1,9,3,3,1,0,0,0,0,1
1314222,24,9,0,0,34,2,13,6.5,0,0,0,0,1
1314241,18,22.333334,28.075296,1.2571027,86,4,4,1,0,0,0,0,1
1314305,28,0,0,-1,28,2,2,1,0,0,0,0,1
1314468,20,4,0,0,25,2,2,1,0,0,0,0,1
1314667,23,11,0,0,35,2,3,1.5,0,0,0,0,1
1314735,22,67,0,0,89,2,2,1,0,0,0,0,1
1314905,0,0,0,-1,0,3,3,1,0,0,0,0,1
1314975,5,19,0,0,25,2,2,1,0,0,0,0,1
1314992,5,0,0,-1,5,2,2,1,0,0,0,0,1
1315040,15,0,0,-1,15,2,3,1.5,0,0,0,0,1
1315224,1,34,34,1,69,3,3,1,0,0,0,0,0
1315484,15,20,20,1,55,3,7,2.3333333,0,0,0,0,1
1315688,28,25.5,22.5,0.88235295,80,3,3,1,0,0,0,0,1
1315735,9,1.5,1.5,1,13,3,5,1.6666666,0,0,0,0,1
1315938,21,16,0,0,38,2,2,1,0,0,0,0,0
1316304,14,4,0,0,18,2,2,1,0,0,0,0,1
1316346,27,1,0,0,28,2,7,3.5,0,0,0,0,1
1316360,29,22.5,21.5,0.95555556,75,3,6,2,0,0,0,0,1
1317031,13,6.285714,14.596617,2.322189,59,8,47,5.875,1,0.125,270360,33795,0
1317826,28,21,13,0.61904764,70,3,5,1.6666666,1,0.33333334,48120,16040,1
1318280,23,6.5,4.5,0.6923077,37,3,3,1,0,0,0,0,1
1318433,15,10,0,0,25,2,4,2,0,0,0,0,1
1318683,0,0,0,-1,0,3,13,4.3333335,0,0,0,0,1
1318709,1,12,0,0,13,2,3,1.5,0,0,0,0,1
1319072,20,0,0,-1,20,2,4,2,0,0,0,0,1
1319128,1,0,0,-1,1,2,4,2,0,0,0,0,1
1319163,10,8.5,13.047988,1.5350574,63,7,22,3.142857,0,0,0,0,1
1319521,20,0,0,-1,20,2,4,2,0,0,0,0,1
1319729,15,2,0,0,18,2,2,1,0,0,0,0,1
1319777,26,0,0,-1,26,2,5,2.5,1,0.5,39600,19800,1
1319875,17,44,0,0,62,2,2,1,0,0,0,0,1
1319927,21,9.4,7.761443,0.82568544,71,6,9,1.5,0,0,0,0,1
1320344,22,6.5,6.5,1,36,3,5,1.6666666,0,0,0,0,1
1320543,13,0,0,-1,14,2,2,1,0,0,0,0,1
1320624,22,0,0,-1,23,2,3,1.5,0,0,0,0,1
1320817,20,0,0,-1,20,3,3,1,0,0,0,0,1
1320905,7,0,0,-1,7,2,5,2.5,0,0,0,0,0
1321034,20,0,0,-1,20,2,11,5.5,0,0,0,0,1
1322205,23,13,0,0,36,2,3,1.5,0,0,0,0,1
1322366,22,0,0,-1,23,2,5,2.5,0,0,0,0,1
1322757,14,1.3333334,1.8856181,1.4142135,19,4,8,2,0,0,0,0,1
1322971,26,10.2,15.263027,1.4963752,79,6,15,2.5,0,0,0,0,1
1323035,22,68,0,0,90,2,2,1,0,0,0,0,1
1324107,3,15.5,15.5,1,36,3,5,1.6666666,0,0,0,0,1
1324379,14,1,1,1,17,3,4,1.3333334,0,0,0,0,1
1324956,19,0,0,-1,19,2,11,5.5,0,0,0,0,1
1325437,26,9,0,0,35,2,4,2,0,0,0,0,1
1325687,8,44,0,0,53,2,2,1,0,0,0,0,1
1325695,19,0,0,-1,20,2,4,2,0,0,0,0,1
1325858,7,8.428572,9.766665,1.158757,70,8,12,1.5,0,0,0,0,0
1325921,18,0,0,-1,18,2,3,1.5,0,0,0,0,1
1326071,11,0,0,-1,11,2,2,1,0,0,0,0,1
1326203,18,4,0,0,22,2,2,1,0,0,0,0,1
1326360,7,9.333333,5.7348833,0.6144518,36,4,11,2.75,0,0,0,0,0
1326742,3,86,0,0,90,2,5,2.5,0,0,0,0,1
1326762,23,0,0,-1,23,3,5,1.6666666,0,0,0,0,1
1326770,9,36.5,0.5,0.01369863,83,3,3,1,0,0,0,0,1
1327144,0,0.17083333,0.7745855,4.5341587,96,241,719,2.9834025,0,0,0,0,0
1327229,14,0,0,-1,14,2,4,2,0,0,0,0,1
1327385,30,7,0,0,38,2,2,1,0,0,0,0,1
1327977,4,61,0,0,66,2,2,1,0,0,0,0,1
1328017,17,1,0,0,18,2,2,1,0,0,0,0,1
1328123,4,40,0,0,44,2,3,1.5,0,0,0,0,1
1328356,21,0,0,-1,21,3,6,2,0,0,0,0,1
1328538,28,62,0,0,91,2,4,2,1,0.5,18600,9300,1
1328815,23,17.333334,6.182412,0.35667762,77,4,4,1,0,0,0,0,0
1329078,22,0,0,-1,23,2,2,1,0,0,0,0,0
1329805,28,2.5,2.5,1,34,3,6,2,0,0,0,0,1
1329830,28,0,0,-1,29,2,3,1.5,0,0,0,0,1
1329998,16,9,0,0,26,2,2,1,0,0,0,0,1
1330515,19,0,0,-1,19,2,4,2,0,0,0,0,1
1330604,26,0,0,-1,26,2,2,1,0,0,0,0,1
1330672,22,65,0,0,88,2,3,1.5,0,0,0,0,1
1330730,3,0,0,-1,3,2,2,1,0,0,0,0,1
1331681,5,51,0,0,56,2,2,1,0,0,0,0,1
1332091,4,10.5,21.10687,2.010178,92,9,18,2,0,0,0,0,0
1332322,19,8,0,0,27,2,2,1,0,0,0,0,1
1332649,26,0,0,-1,27,2,3,1.5,0,0,0,0,1
1332799,14,3.6666667,2.6246693,0.7158189,27,4,5,1.25,0,0,0,0,1
1332900,5,1,0,0,6,2,2,1,0,0,0,0,1
1333186,15,0,0,-1,16,4,7,1.75,0,0,0,0,1
1333267,3,1,0,0,4,2,7,3.5,0,0,0,0,1
1333311,28,13,17.682383,1.3601834,67,4,8,2,2,0.5,335760,83940,1
1333494,20,0,0,-1,20,2,2,1,0,0,0,0,1
1333509,5,17,0,0,22,2,2,1,0,0,0,0,1
1333940,20,0,0,-1,21,2,2,1,0,0,0,0,1
1334494,0,3,0,0,3,2,3,1.5,0,0,0,0,1
1334761,4,8,0,0,13,2,2,1,0,0,0,0,1
1335077,11,0,0,-1,11,2,4,2,0,0,0,0,0
1335363,26,1,0,0,27,2,3,1.5,0,0,0,0,1
1335372,28,8,0,0,36,2,2,1,0,0,0,0,1
1335964,0,0,0,-1,0,2,4,2,0,0,0,0,1
1336747,13,0,0,-1,14,2,7,3.5,2,1,26520,13260,1
1336874,4,2,0,0,7,2,2,1,0,0,0,0,1
1337077,30,1,1,1,32,3,7,2.3333333,0,0,0,0,1
1337257,23,18,0,0,42,2,3,1.5,0,0,0,0,1
1337661,11,20,20,1,52,3,4,1.3333334,0,0,0,0,1
1337726,2,28.666666,21.514853,0.75051814,89,4,5,1.25,0,0,0,0,1
1337801,24,0,0,-1,25,2,2,1,0,0,0,0,1
1337903,21,4.2222223,6.629526,1.570151,61,10,39,3.9,0,0,0,0,1
1337984,24,2.3333333,0.94280905,0.40406102,34,4,4,1,0,0,0,0,1
1338195,3,0.5,0.5,1,5,3,3,1,0,0,0,0,0
1338390,28,19,10.198039,0.5367389,86,4,10,2.5,0,0,0,0,1
1338820,16,0,0,-1,16,2,2,1,0,0,0,0,1
1340126,19,11,0,0,30,2,4,2,0,0,0,0,1
1340264,22,0,0,-1,22,2,2,1,0,0,0,0,1
1340348,25,3.4,6.8,2,44,6,12,2,0,0,0,0,1
1340401,12,48,0,0,61,2,2,1,0,0,0,0,1
1340402,17,1,0,0,22,4,5,1.25,0,0,0,0,1
1340539,18,0,0,-1,19,2,2,1,0,0,0,0,0
1340560,22,25,0,0,48,2,12,6,0,0,0,0,1
1340581,19,50,0,0,70,2,2,1,0,0,0,0,0
1340672,26,0,0,-1,27,2,6,3,0,0,0,0,1
1341263,5,2,0,0,7,2,17,8.5,0,0,0,0,1
1341409,14,1,0,0,16,2,2,1,0,0,0,0,0
1341443,23,0,0,-1,23,2,2,1,0,0,0,0,1
1341577,31,0,0,-1,31,2,5,2.5,0,0,0,0,1
1341702,6,25,31.88521,1.2754084,82,4,5,1.25,0,0,0,0,1
1342014,2,28,0,0,31,2,4,2,0,0,0,0,1
1342140,19,8.25,12.616953,1.5293276,54,5,10,2,0,0,0,0,1
1342155,9,1,1.4142135,1.4142135,13,4,4,1,0,0,0,0,0
1342158,18,0,0,-1,19,2,16,8,0,0,0,0,1
1342935,28,0,0,-1,28,2,2,1,0,0,0,0,1
1343150,22,3.3333333,4.714045,1.4142135,32,4,13,3.25,0,0,0,0,1
1343376,6,0.4,0.48989794,1.2247449,10,6,6,1,0,0,0,0,1
1343795,30,1,0,0,32,2,2,1,0,0,0,0,1
1344222,2,11,0,0,14,2,2,1,0,0,0,0,1
1344255,13,0,0,-1,13,5,34,6.8,0,0,0,0,1
1344260,6,0,0,-1,7,3,3,1,0,0,0,0,1
1344322,24,0,0,-1,24,2,4,2,0,0,0,0,1
1344338,15,8,0,0,23,2,2,1,0,0,0,0,1
1344428,0,1,0,0,1,2,4,2,0,0,0,0,1
1344683,27,0,0,-1,27,2,2,1,0,0,0,0,1
1345076,1,6,0,0,8,2,12,6,0,0,0,0,1
1345266,2,27,0,0,30,2,2,1,0,0,0,0,0
1345403,19,5,0,0,25,2,8,4,1,0.5,47520,23760,1
1345604,11,36,0,0,48,2,2,1,0,0,0,0,1
1345756,4,70,0,0,74,2,2,1,0,0,0,0,0
1345811,14,25,0,0,40,2,11,5.5,0,0,0,0,1
1346145,6,0,0,-1,6,2,2,1,0,0,0,0,1
1346165,21,0,0,-1,22,2,2,1,0,0,0,0,1
1346207,16,5,0,0,21,2,2,1,0,0,0,0,1
1346269,11,6,0,0,17,2,18,9,0,0,0,0,1
1346341,15,22.5,19.5,0.8666667,60,3,5,1.6666666,0,0,0,0,1
1346513,0,0.2580645,0.6204963,2.404423,18,32,32,1,0,0,0,0,0
1346612,20,0,0,-1,20,2,2,1,0,0,0,0,1
1346690,3,11.5,11.5,1,27,3,4,1.3333334,0,0,0,0,0
1346802,5,0,0,-1,6,5,5,1,0,0,0,0,1
1346957,27,20,0,0,48,2,2,1,0,0,0,0,1
1347190,27,0,0,-1,27,2,2,1,0,0,0,0,1
1347573,6,0,0,-1,6,2,4,2,0,0,0,0,1
1347619,22,0,0,-1,22,2,7,3.5,0,0,0,0,1
1347635,30,0,0,-1,30,2,5,2.5,0,0,0,0,1
1347681,23,23,17.682383,0.76879925,93,4,5,1.25,0,0,0,0,1
1347952,28,2,2.7568097,1.3784049,40,6,11,1.8333334,0,0,0,0,1
1347968,28,0.33333334,0.47140452,1.4142135,30,4,4,1,0,0,0,0,1
1348218,22,35,14,0.4,93,3,7,2.3333333,0,0,0,0,1
1348409,4,0,0,-1,4,2,5,2.5,0,0,0,0,1
1348460,11,18,3,0.16666667,48,3,6,2,0,0,0,0,1
1348578,25,10,0,0,36,2,2,1,0,0,0,0,1
1348810,10,1,0,0,11,2,2,1,0,0,0,0,0
1348854,29,5,5,1,39,3,5,1.6666666,0,0,0,0,1
1349461,0,4,0,0,4,2,2,1,0,0,0,0,0
1349482,14,0,0,-1,14,2,2,1,0,0,0,0,1
1350043,0,34,34,1,68,3,3,1,0,0,0,0,1
1350060,11,13,18.384777,1.4142135,51,4,13,3.25,0,0,0,0,1
1350276,10,82,0,0,92,2,5,2.5,0,0,0,0,1
1350353,0,0,0,-1,0,2,3,1.5,0,0,0,0,1
1350604,28,0,0,-1,29,2,5,2.5,0,0,0,0,1
1351471,21,0,0,-1,22,3,8,2.6666667,0,0,0,0,1
1351816,13,11,0,0,25,2,6,3,0,0,0,0,1
1351903,14,0,0,-1,14,2,4,2,0,0,0,0,1
1351985,8,0,0,-1,8,2,2,1,0,0,0,0,1
1352156,8,11,0,0,20,2,2,1,0,0,0,0,1
1352690,20,0,0,-1,21,2,2,1,0,0,0,0,1
1353123,20,0,0,-1,20,2,2,1,0,0,0,0,1
1353730,6,38,38,1,82,3,5,1.6666666,0,0,0,0,1
1353831,28,71,0,0,99,2,2,1,0,0,0,0,1
1353859,19,1,0,0,20,2,5,2.5,0,0,0,0,1
1353936,15,0,0,-1,16,2,2,1,0,0,0,0,0
1354539,15,4,0,0,19,2,4,2,0,0,0,0,1
1354699,26,0.5,0.5,1,28,3,3,1,0,0,0,0,1
1354881,12,41,41,1,94,3,5,1.6666666,0,0,0,0,1
1355818,15,0,0,-1,15,2,8,4,0,0,0,0,1
1356016,21,0,0,-1,23,4,5,1.25,0,0,0,0,1
1356019,5,8,0,0,13,2,4,2,0,0,0,0,1
1356699,23,1.5,1.5,1,27,3,3,1,0,0,0,0,0
1357849,13,0,0,-1,13,2,3,1.5,0,0,0,0,1
1357997,4,2,0,0,7,2,2,1,0,0,0,0,0
1358035,27,21,0,0,48,2,8,4,0,0,0,0,1
1358225,15,0,0,-1,16,3,3,1,0,0,0,0,1
1358349,21,4,0,0,25,2,2,1,0,0,0,0,1
1359187,1,0.33802816,1.7915581,5.3000264,47,72,75,1.0416666,0,0,0,0,0
1359327,15,14,0,0,29,2,6,3,0,0,0,0,1
1359829,6,2.3333333,2.6246693,1.1248583,14,4,5,1.25,0,0,0,0,1
1359914,0,88,0,0,89,2,3,1.5,0,0,0,0,1
1360128,16,0,0,-1,16,3,3,1,0,0,0,0,1
1360182,13,12,0,0,25,2,2,1,0,0,0,0,1
1360279,7,1.5,1.5,1,11,3,7,2.3333333,0,0,0,0,1
1360280,23,21,17.79513,0.84738714,87,4,4,1,0,0,0,0,1
1360459,4,40,0,0,44,2,2,1,0,0,0,0,1
1360476,2,0,0,-1,3,3,3,1,0,0,0,0,1
1360516,15,6,6,1,27,3,3,1,0,0,0,0,1
1360632,16,17,0,0,33,2,2,1,0,0,0,0,0
1360762,0,75,0,0,76,2,2,1,0,0,0,0,1
1360870,22,0,0,-1,22,2,5,2.5,0,0,0,0,1
1361249,22,2.5,2.5,1,28,3,9,3,0,0,0,0,1
1361256,28,16.666666,22.866764,1.3720058,80,4,12,3,2,0.5,239040,59760,1
1361276,18,22,0,0,40,2,3,1.5,0,0,0,0,1
1361625,28,2,0,0,31,2,2,1,0,0,0,0,1
1361712,14,36,36,1,88,3,3,1,0,0,0,0,1
1363051,20,0.6666667,2.0221002,3.0331502,32,16,23,1.4375,0,0,0,0,1
1363542,19,26,13.490738,0.5188745,98,4,4,1,0,0,0,0,1
1363573,9,82,0,0,92,2,2,1,0,0,0,0,1
1363887,21,1,0,0,23,2,3,1.5,0,0,0,0,1
1363899,19,2,0,0,21,2,2,1,0,0,0,0,1
1364455,6,2.0714285,6.922678,3.3419824,38,15,63,4.2,0,0,0,0,1
1364516,26,0,0,-1,26,2,2,1,0,0,0,0,1
1364622,1,0,0,-1,2,4,13,3.25,0,0,0,0,1
1364823,26,0,0,-1,26,3,3,1,0,0,0,0,1
1364977,19,17,0,0,36,2,2,1,0,0,0,0,1
1364998,14,4,4,1,22,3,3,1,0,0,0,0,0
1365029,28,4,0,0,32,2,2,1,0,0,0,0,1
1365129,27,20,0,0,48,2,2,1,0,0,0,0,1
1365405,6,3.3333333,0.47140452,0.14142136,17,4,8,2,0,0,0,0,1
1365434,25,10,0,0,35,2,2,1,0,0,0,0,1
1365777,20,70,0,0,90,2,2,1,0,0,0,0,1
1365792,6,1,0,0,7,2,2,1,0,0,0,0,1
1365904,1,5,0,0,7,2,3,1.5,0,0,0,0,1
1366364,3,0,0,-1,3,3,4,1.3333334,0,0,0,0,1
1366611,28,15,0,0,44,2,2,1,0,0,0,0,1
1366666,27,0,0,-1,27,2,2,1,0,0,0,0,1
1366764,4,3.7391305,13.55253,3.6245139,98,24,42,1.75,1,0.041666668,42960,1790,1
1366866,14,63,0,0,78,2,2,1,0,0,0,0,1
1367022,13,5.5,1.5,0.27272728,25,3,3,1,0,0,0,0,1
1367622,17,67,0,0,84,2,2,1,0,0,0,0,1
1367710,16,19,15,0.7894737,94,5,5,1,0,0,0,0,1
1368221,10,8.142858,19.945845,2.4494898,69,8,24,3,1,0.125,143160,17895,1
1368357,5,0,0,-1,5,2,2,1,0,0,0,0,0
1368358,23,0,0,-1,24,2,2,1,0,0,0,0,1
1368493,31,6,4,0.6666667,44,3,43,14.333333,5,1.6666666,70680,23560,0
1368646,8,0.25,0.4330127,1.7320508,11,5,6,1.2,0,0,0,0,1
1368688,7,1,0,0,9,2,3,1.5,0,0,0,0,1
1369204,2,4,0,0,7,2,2,1,0,0,0,0,1
1369328,0,0.05172414,0.28901818,5.587685,11,59,88,1.4915254,1,0.016949153,45360,768.81354,0
1369478,19,1,0,0,21,2,2,1,0,0,0,0,0
1369771,7,9,11.343133,1.2603481,35,4,11,2.75,0,0,0,0,1
1369787,28,0,0,-1,29,2,4,2,0,0,0,0,1
1369853,1,4.5,3.5,0.7777778,10,3,9,3,0,0,0,0,0
1370194,29,0,0,-1,29,2,2,1,0,0,0,0,1
1370411,9,0,0,-1,9,2,3,1.5,0,0,0,0,1
1370560,14,1,0,0,16,2,2,1,0,0,0,0,1
1370820,19,0,0,-1,20,2,2,1,0,0,0,0,1
1370862,31,0,0,-1,33,12,15,1.25,0,0,0,0,1
1370933,26,0,0,-1,26,2,2,1,0,0,0,0,1
1370971,19,0,0,-1,20,2,2,1,0,0,0,0,1
1371108,3,13,0,0,17,2,2,1,0,0,0,0,1
1371242,1,0,0,-1,2,2,3,1.5,0,0,0,0,1
1371250,20,0.6666667,0.94280905,1.4142135,24,4,4,1,0,0,0,0,0
1371287,5,0,0,-1,6,2,6,3,0,0,0,0,0
1371539,28,0,0,-1,28,3,8,2.6666667,0,0,0,0,1
1371562,13,0,0,-1,14,2,2,1,0,0,0,0,1
1372168,3,4.6666665,3.3993464,0.72843134,19,4,5,1.25,0,0,0,0,1
1372438,24,1,0,0,26,2,2,1,0,0,0,0,1
1372777,19,0,0,-1,20,3,3,1,0,0,0,0,0
1372956,13,8.5,8.5,1,31,3,4,1.3333334,0,0,0,0,1
1373015,22,52,0,0,75,2,2,1,0,0,0,0,1
1373525,25,0,0,-1,25,2,4,2,0,0,0,0,1
1373774,23,0,0,-1,23,2,3,1.5,0,0,0,0,1
1374306,6,14,19.300259,1.37859,64,5,12,2.4,0,0,0,0,1
1374616,19,1.2631578,3.4157853,2.7041636,48,20,38,1.9,1,0.05,37200,1860,1
1374779,25,1,0,0,26,2,3,1.5,0,0,0,0,1
1374845,9,2,0,0,11,2,2,1,0,0,0,0,1
1374860,13,78,0,0,91,2,2,1,0,0,0,0,1
1375441,23,8,0,0,32,2,2,1,0,0,0,0,1
1375818,0,9.666667,5.312459,0.5495647,31,4,4,1,0,0,0,0,1
